,neighborhood,building_class_at_time_of_sale,block,lot,residential_units,tax_class_at_time_of_sale,year_built,sale_price,sale_date,building_class_1,building_class_2
23613,SPRINGFIELD GARDENS,A0,12279.0,34.0,1,1.0,1945-01-01,490000.0,2019-07-08,A,0
23614,SPRINGFIELD GARDENS,A2,12282.0,64.0,1,1.0,1940-01-01,435000.0,2019-04-02,A,2
23615,SPRINGFIELD GARDENS,A1,12285.0,4.0,1,1.0,1960-01-01,500.0,2019-09-04,A,1
23616,SPRINGFIELD GARDENS,A2,12285.0,34.0,1,1.0,1945-01-01,500000.0,2019-03-12,A,2
23618,SPRINGFIELD GARDENS,A1,12286.0,31.0,1,1.0,1920-01-01,408000.0,2019-01-08,A,1
23620,SPRINGFIELD GARDENS,A2,12287.0,104.0,1,1.0,1945-01-01,430000.0,2019-01-15,A,2
23622,SPRINGFIELD GARDENS,A2,12287.0,108.0,1,1.0,1945-01-01,510000.0,2019-11-20,A,2
23623,SPRINGFIELD GARDENS,A2,12292.0,15.0,1,1.0,1950-01-01,915000.0,2019-05-31,A,2
23625,SPRINGFIELD GARDENS,A1,12295.0,23.0,1,1.0,1935-01-01,545000.0,2019-04-30,A,1
23626,SPRINGFIELD GARDENS,A1,12295.0,25.0,1,1.0,1935-01-01,600000.0,2019-10-03,A,1
23627,SPRINGFIELD GARDENS,A1,12295.0,25.0,1,1.0,1935-01-01,90000.0,2019-04-05,A,1
23628,SPRINGFIELD GARDENS,A1,12295.0,29.0,1,1.0,1935-01-01,268000.0,2019-03-12,A,1
23629,SPRINGFIELD GARDENS,A1,12295.0,29.0,1,1.0,1935-01-01,615000.0,2019-10-10,A,1
23630,SPRINGFIELD GARDENS,A1,12296.0,21.0,1,1.0,1925-01-01,100.0,2019-09-10,A,1
23633,SPRINGFIELD GARDENS,A0,12296.0,63.0,1,1.0,1950-01-01,450000.0,2019-10-11,A,0
23636,SPRINGFIELD GARDENS,A1,12300.0,46.0,1,1.0,1930-01-01,375180.0,2019-10-10,A,1
23637,SPRINGFIELD GARDENS,A1,12300.0,47.0,1,1.0,1950-01-01,850000.0,2019-08-13,A,1
23638,SPRINGFIELD GARDENS,A1,12312.0,45.0,1,1.0,1920-01-01,290500.0,2019-08-15,A,1
23639,SPRINGFIELD GARDENS,A2,12315.0,44.0,1,1.0,1950-01-01,492000.0,2019-12-18,A,2
23641,SPRINGFIELD GARDENS,A1,12317.0,54.0,1,1.0,1925-01-01,503000.0,2019-01-15,A,1
23642,SPRINGFIELD GARDENS,A1,12317.0,65.0,1,1.0,1920-01-01,630000.0,2019-12-17,A,1
23643,SPRINGFIELD GARDENS,A1,12317.0,85.0,1,1.0,2004-01-01,481650.0,2019-04-10,A,1
23644,SPRINGFIELD GARDENS,A2,12318.0,96.0,1,1.0,1925-01-01,845000.0,2019-02-19,A,2
23645,SPRINGFIELD GARDENS,A5,12457.0,25.0,1,1.0,1950-01-01,440000.0,2019-08-30,A,5
23647,SPRINGFIELD GARDENS,A5,12458.0,366.0,1,1.0,1945-01-01,518340.0,2019-10-25,A,5
23649,SPRINGFIELD GARDENS,A2,12458.0,384.0,1,1.0,1955-01-01,435000.0,2019-03-21,A,2
23651,SPRINGFIELD GARDENS,A5,12471.0,6.0,1,1.0,1932-01-01,450000.0,2019-09-30,A,5
23652,SPRINGFIELD GARDENS,A5,12472.0,13.0,1,1.0,1932-01-01,450000.0,2019-02-26,A,5
23653,SPRINGFIELD GARDENS,A5,12472.0,30.0,1,1.0,1932-01-01,485000.0,2019-08-15,A,5
23654,SPRINGFIELD GARDENS,A5,12473.0,37.0,1,1.0,1930-01-01,360000.0,2019-11-12,A,5
23655,SPRINGFIELD GARDENS,A5,12474.0,1.0,1,1.0,1935-01-01,527500.0,2019-01-15,A,5
23658,SPRINGFIELD GARDENS,A5,12474.0,18.0,1,1.0,1935-01-01,380000.0,2019-03-28,A,5
23659,SPRINGFIELD GARDENS,A5,12474.0,27.0,1,1.0,1935-01-01,518000.0,2019-05-16,A,5
23660,SPRINGFIELD GARDENS,A5,12475.0,34.0,1,1.0,1935-01-01,487500.0,2019-07-25,A,5
23661,SPRINGFIELD GARDENS,A5,12475.0,35.0,1,1.0,1935-01-01,502000.0,2019-08-08,A,5
23663,SPRINGFIELD GARDENS,A5,12475.0,64.0,1,1.0,1935-01-01,510000.0,2019-02-28,A,5
23664,SPRINGFIELD GARDENS,A5,12475.0,67.0,1,1.0,1935-01-01,525000.0,2019-02-22,A,5
23665,SPRINGFIELD GARDENS,A5,12475.0,83.0,1,1.0,1935-01-01,395250.0,2019-06-12,A,5
23666,SPRINGFIELD GARDENS,A5,12475.0,90.0,1,1.0,1935-01-01,539000.0,2019-09-13,A,5
23667,SPRINGFIELD GARDENS,A2,12476.0,1.0,1,1.0,1925-01-01,555000.0,2019-10-01,A,2
23668,SPRINGFIELD GARDENS,A2,12476.0,3.0,1,1.0,1925-01-01,453500.0,2019-08-28,A,2
23669,SPRINGFIELD GARDENS,A5,12476.0,7.0,1,1.0,1940-01-01,490000.0,2019-02-05,A,5
23670,SPRINGFIELD GARDENS,A5,12476.0,20.0,1,1.0,1940-01-01,270000.0,2019-03-12,A,5
23671,SPRINGFIELD GARDENS,A5,12477.0,21.0,1,1.0,1950-01-01,650000.0,2019-12-31,A,5
23672,SPRINGFIELD GARDENS,A5,12477.0,21.0,1,1.0,1950-01-01,475000.0,2019-03-22,A,5
23673,SPRINGFIELD GARDENS,A5,12477.0,182.0,1,1.0,1950-01-01,520000.0,2019-08-27,A,5
23674,SPRINGFIELD GARDENS,A1,12479.0,9.0,1,1.0,1955-01-01,435000.0,2019-06-24,A,1
23675,SPRINGFIELD GARDENS,A2,12479.0,41.0,1,1.0,1950-01-01,319600.0,2019-03-01,A,2
23678,SPRINGFIELD GARDENS,A5,12484.0,94.0,1,1.0,1935-01-01,510000.0,2019-07-11,A,5
23679,SPRINGFIELD GARDENS,A5,12484.0,103.0,1,1.0,1935-01-01,485000.0,2019-09-27,A,5
23681,SPRINGFIELD GARDENS,A5,12484.0,114.0,1,1.0,1935-01-01,465000.0,2019-10-10,A,5
23682,SPRINGFIELD GARDENS,A5,12485.0,69.0,1,1.0,1940-01-01,499000.0,2019-06-26,A,5
23683,SPRINGFIELD GARDENS,A5,12486.0,71.0,1,1.0,1935-01-01,540000.0,2019-12-13,A,5
23684,SPRINGFIELD GARDENS,A5,12486.0,71.0,1,1.0,1935-01-01,345000.0,2019-05-13,A,5
23685,SPRINGFIELD GARDENS,A1,12489.0,18.0,1,1.0,1930-01-01,405000.0,2019-10-31,A,1
23686,SPRINGFIELD GARDENS,A2,12495.0,159.0,1,1.0,1930-01-01,350000.0,2019-05-22,A,2
23687,SPRINGFIELD GARDENS,A2,12515.0,141.0,1,1.0,1920-01-01,520000.0,2019-03-14,A,2
23688,SPRINGFIELD GARDENS,A1,12518.0,37.0,1,1.0,1930-01-01,495000.0,2019-09-06,A,1
23689,SPRINGFIELD GARDENS,A2,12519.0,7.0,1,1.0,1920-01-01,404250.0,2019-02-11,A,2
23692,SPRINGFIELD GARDENS,A2,12521.0,34.0,1,1.0,1960-01-01,366877.0,2019-01-15,A,2
23693,SPRINGFIELD GARDENS,A2,12521.0,34.0,1,1.0,1960-01-01,344400.0,2019-06-28,A,2
23694,SPRINGFIELD GARDENS,A1,12521.0,88.0,1,1.0,1920-01-01,524280.0,2019-07-29,A,1
23697,SPRINGFIELD GARDENS,A1,12522.0,99.0,1,1.0,1920-01-01,465000.0,2019-04-01,A,1
23699,SPRINGFIELD GARDENS,A2,12523.0,58.0,1,1.0,1950-01-01,450000.0,2019-01-24,A,2
23701,SPRINGFIELD GARDENS,A1,12525.0,23.0,1,1.0,1960-01-01,560000.0,2019-10-02,A,1
23702,SPRINGFIELD GARDENS,A1,12525.0,23.0,1,1.0,1960-01-01,350000.0,2019-04-25,A,1
23703,SPRINGFIELD GARDENS,A1,12526.0,142.0,1,1.0,2003-01-01,440000.0,2019-08-22,A,1
23704,SPRINGFIELD GARDENS,A1,12527.0,68.0,1,1.0,1930-01-01,515000.0,2019-04-12,A,1
23705,SPRINGFIELD GARDENS,A1,12527.0,70.0,1,1.0,1930-01-01,444558.0,2019-03-29,A,1
23707,SPRINGFIELD GARDENS,A1,12527.0,80.0,1,1.0,1930-01-01,625000.0,2019-05-24,A,1
23708,SPRINGFIELD GARDENS,A1,12529.0,26.0,1,1.0,1930-01-01,580000.0,2019-12-27,A,1
23709,SPRINGFIELD GARDENS,A1,12535.0,50.0,1,1.0,1930-01-01,260000.0,2019-02-26,A,1
23711,SPRINGFIELD GARDENS,A1,12535.0,177.0,1,1.0,1930-01-01,686520.0,2019-12-30,A,1
23712,SPRINGFIELD GARDENS,A2,12537.0,75.0,1,1.0,1950-01-01,350000.0,2019-02-28,A,2
23713,SPRINGFIELD GARDENS,A2,12537.0,77.0,1,1.0,1930-01-01,939000.0,2019-02-26,A,2
23714,SPRINGFIELD GARDENS,A5,12538.0,31.0,1,1.0,1955-01-01,365000.0,2019-11-25,A,5
23715,SPRINGFIELD GARDENS,A2,12538.0,155.0,1,1.0,1930-01-01,325000.0,2019-11-26,A,2
23717,SPRINGFIELD GARDENS,A2,12539.0,31.0,1,1.0,1930-01-01,400000.0,2019-11-08,A,2
23719,SPRINGFIELD GARDENS,A0,12540.0,107.0,1,1.0,1955-01-01,10.0,2019-07-15,A,0
23720,SPRINGFIELD GARDENS,A1,12546.0,52.0,1,1.0,1930-01-01,499500.0,2019-05-21,A,1
23721,SPRINGFIELD GARDENS,A1,12546.0,316.0,1,1.0,1930-01-01,630000.0,2019-05-31,A,1
23722,SPRINGFIELD GARDENS,A1,12546.0,316.0,1,1.0,1930-01-01,410000.0,2019-02-20,A,1
23723,SPRINGFIELD GARDENS,A1,12546.0,324.0,1,1.0,1930-01-01,536500.0,2019-01-31,A,1
23724,SPRINGFIELD GARDENS,A1,12546.0,328.0,1,1.0,1930-01-01,437219.0,2019-05-02,A,1
23725,SPRINGFIELD GARDENS,A2,12568.0,3.0,1,1.0,1920-01-01,545000.0,2019-12-19,A,2
23726,SPRINGFIELD GARDENS,A2,12568.0,9.0,1,1.0,1920-01-01,425000.0,2019-05-09,A,2
23727,SPRINGFIELD GARDENS,A2,12568.0,13.0,1,1.0,1920-01-01,335000.0,2019-09-20,A,2
23728,SPRINGFIELD GARDENS,A1,12569.0,67.0,1,1.0,1920-01-01,411732.0,2019-12-30,A,1
23729,SPRINGFIELD GARDENS,A1,12569.0,67.0,1,1.0,1920-01-01,643724.0,2019-10-16,A,1
23730,SPRINGFIELD GARDENS,A1,12570.0,1.0,1,1.0,1920-01-01,457000.0,2019-08-20,A,1
23731,SPRINGFIELD GARDENS,A1,12570.0,34.0,1,1.0,1920-01-01,250000.0,2019-08-27,A,1
23732,SPRINGFIELD GARDENS,A1,12571.0,43.0,1,1.0,1920-01-01,580000.0,2019-09-10,A,1
23733,SPRINGFIELD GARDENS,A1,12571.0,45.0,1,1.0,1920-01-01,580000.0,2019-04-09,A,1
23735,SPRINGFIELD GARDENS,A0,12573.0,47.0,1,1.0,1950-01-01,636000.0,2019-12-09,A,0
23736,SPRINGFIELD GARDENS,A1,12574.0,13.0,1,1.0,1920-01-01,540000.0,2019-10-22,A,1
23738,SPRINGFIELD GARDENS,A2,12575.0,15.0,1,1.0,1930-01-01,20000.0,2019-03-09,A,2
23739,SPRINGFIELD GARDENS,A0,12575.0,63.0,1,1.0,1950-01-01,620000.0,2019-08-21,A,0
23740,SPRINGFIELD GARDENS,A1,12576.0,12.0,1,1.0,1935-01-01,445000.0,2019-03-19,A,1
23741,SPRINGFIELD GARDENS,A1,12576.0,19.0,1,1.0,1975-01-01,375000.0,2019-04-29,A,1
23742,SPRINGFIELD GARDENS,A0,12576.0,48.0,1,1.0,1945-01-01,640000.0,2019-07-15,A,0
23744,SPRINGFIELD GARDENS,A0,12576.0,54.0,1,1.0,1945-01-01,645000.0,2019-09-06,A,0
23745,SPRINGFIELD GARDENS,A1,12580.0,12.0,1,1.0,1945-01-01,625000.0,2019-07-10,A,1
23747,SPRINGFIELD GARDENS,A1,12580.0,31.0,1,1.0,2002-01-01,670000.0,2019-04-05,A,1
23748,SPRINGFIELD GARDENS,A1,12580.0,137.0,1,1.0,1935-01-01,480000.0,2019-06-05,A,1
23749,SPRINGFIELD GARDENS,A1,12580.0,158.0,1,1.0,1940-01-01,360000.0,2019-04-18,A,1
23750,SPRINGFIELD GARDENS,A1,12580.0,158.0,1,1.0,1940-01-01,620000.0,2019-07-25,A,1
23752,SPRINGFIELD GARDENS,A2,12586.0,22.0,1,1.0,1930-01-01,390000.0,2019-03-19,A,2
23755,SPRINGFIELD GARDENS,A1,12587.0,34.0,1,1.0,1920-01-01,505000.0,2019-08-02,A,1
23756,SPRINGFIELD GARDENS,A2,12588.0,55.0,1,1.0,1930-01-01,555000.0,2019-04-01,A,2
23758,SPRINGFIELD GARDENS,A2,12589.0,23.0,1,1.0,1930-01-01,420000.0,2019-06-28,A,2
23759,SPRINGFIELD GARDENS,A2,12589.0,51.0,1,1.0,1930-01-01,460000.0,2019-10-10,A,2
23760,SPRINGFIELD GARDENS,A2,12590.0,23.0,1,1.0,1930-01-01,555000.0,2019-12-31,A,2
23761,SPRINGFIELD GARDENS,A1,12591.0,207.0,1,1.0,1925-01-01,300000.0,2019-11-07,A,1
23763,SPRINGFIELD GARDENS,A1,12591.0,252.0,1,1.0,2004-01-01,530000.0,2019-06-05,A,1
23766,SPRINGFIELD GARDENS,A1,12596.0,71.0,1,1.0,1925-01-01,480000.0,2019-04-29,A,1
23767,SPRINGFIELD GARDENS,A2,12597.0,16.0,1,1.0,1950-01-01,592540.0,2019-05-21,A,2
23768,SPRINGFIELD GARDENS,A1,12597.0,18.0,1,1.0,1920-01-01,240000.0,2019-01-09,A,1
23770,SPRINGFIELD GARDENS,A1,12597.0,82.0,1,1.0,1920-01-01,325000.0,2019-05-03,A,1
23771,SPRINGFIELD GARDENS,A1,12597.0,82.0,1,1.0,1920-01-01,626000.0,2019-10-23,A,1
23772,SPRINGFIELD GARDENS,A1,12597.0,85.0,1,1.0,1920-01-01,633000.0,2019-06-05,A,1
23773,SPRINGFIELD GARDENS,A1,12598.0,5.0,1,1.0,1920-01-01,497000.0,2019-05-20,A,1
23775,SPRINGFIELD GARDENS,A1,12598.0,107.0,1,1.0,1920-01-01,423581.0,2019-05-09,A,1
23776,SPRINGFIELD GARDENS,A1,12664.0,11.0,1,1.0,1930-01-01,10.0,2019-02-28,A,1
23777,SPRINGFIELD GARDENS,A1,12664.0,56.0,1,1.0,1930-01-01,385320.0,2019-05-15,A,1
23778,SPRINGFIELD GARDENS,A1,12664.0,60.0,1,1.0,1930-01-01,550000.0,2019-10-25,A,1
23779,SPRINGFIELD GARDENS,A1,12664.0,64.0,1,1.0,1930-01-01,495000.0,2019-09-13,A,1
23780,SPRINGFIELD GARDENS,A1,12664.0,68.0,1,1.0,1930-01-01,337000.0,2019-04-30,A,1
23781,SPRINGFIELD GARDENS,A2,12665.0,1.0,1,1.0,1950-01-01,396000.0,2019-01-18,A,2
23782,SPRINGFIELD GARDENS,A2,12665.0,1.0,1,1.0,1950-01-01,630000.0,2019-06-20,A,2
23783,SPRINGFIELD GARDENS,A2,12665.0,74.0,1,1.0,1945-01-01,639000.0,2019-11-01,A,2
23784,SPRINGFIELD GARDENS,A2,12666.0,19.0,1,1.0,1955-01-01,615000.0,2019-04-18,A,2
23786,SPRINGFIELD GARDENS,A1,12666.0,101.0,1,1.0,1930-01-01,459043.0,2019-08-22,A,1
23788,SPRINGFIELD GARDENS,A1,12668.0,3.0,1,1.0,1915-01-01,561800.0,2019-12-17,A,1
23789,SPRINGFIELD GARDENS,A2,12668.0,18.0,1,1.0,1950-01-01,385000.0,2019-01-15,A,2
23790,SPRINGFIELD GARDENS,A2,12668.0,18.0,1,1.0,1950-01-01,615000.0,2019-07-09,A,2
23791,SPRINGFIELD GARDENS,A1,12668.0,37.0,1,1.0,2005-01-01,10.0,2019-01-14,A,1
23792,SPRINGFIELD GARDENS,A1,12668.0,37.0,1,1.0,2005-01-01,485656.0,2019-06-20,A,1
23793,SPRINGFIELD GARDENS,A1,12668.0,83.0,1,1.0,1920-01-01,535600.0,2019-10-03,A,1
23794,SPRINGFIELD GARDENS,A1,12670.0,40.0,1,1.0,1930-01-01,10.0,2019-12-20,A,1
23796,SPRINGFIELD GARDENS,A1,12672.0,20.0,1,1.0,1930-01-01,590000.0,2019-01-25,A,1
23798,SPRINGFIELD GARDENS,A2,12674.0,45.0,1,1.0,1949-01-01,300000.0,2019-08-21,A,2
23799,SPRINGFIELD GARDENS,A1,12674.0,77.0,1,1.0,1925-01-01,552000.0,2019-03-19,A,1
23800,SPRINGFIELD GARDENS,A1,12674.0,90.0,1,1.0,1925-01-01,475000.0,2019-03-15,A,1
23801,SPRINGFIELD GARDENS,A1,12675.0,16.0,1,1.0,1920-01-01,575000.0,2019-10-08,A,1
23802,SPRINGFIELD GARDENS,A2,12675.0,77.0,1,1.0,1920-01-01,540000.0,2019-06-28,A,2
23803,SPRINGFIELD GARDENS,A1,12675.0,85.0,1,1.0,1930-01-01,565000.0,2019-11-26,A,1
23805,SPRINGFIELD GARDENS,A2,12678.0,68.0,1,1.0,1935-01-01,10.0,2019-08-21,A,2
23806,SPRINGFIELD GARDENS,A1,12678.0,88.0,1,1.0,1915-01-01,10.0,2019-04-25,A,1
23807,SPRINGFIELD GARDENS,A2,12679.0,6.0,1,1.0,1945-01-01,630000.0,2019-10-01,A,2
23808,SPRINGFIELD GARDENS,A2,12679.0,8.0,1,1.0,1945-01-01,670000.0,2019-10-23,A,2
23809,SPRINGFIELD GARDENS,A2,12679.0,8.0,1,1.0,1945-01-01,335000.0,2019-02-28,A,2
23812,SPRINGFIELD GARDENS,A2,12683.0,75.0,1,1.0,1945-01-01,10.0,2019-06-19,A,2
23813,SPRINGFIELD GARDENS,A2,12683.0,83.0,1,1.0,1945-01-01,439000.0,2019-11-21,A,2
23815,SPRINGFIELD GARDENS,A1,12686.0,70.0,1,1.0,1925-01-01,440000.0,2019-03-12,A,1
23816,SPRINGFIELD GARDENS,A1,12686.0,73.0,1,1.0,1925-01-01,335000.0,2019-05-06,A,1
23817,SPRINGFIELD GARDENS,A1,12686.0,78.0,1,1.0,1925-01-01,476768.0,2019-02-19,A,1
23818,SPRINGFIELD GARDENS,A1,12686.0,79.0,1,1.0,1925-01-01,575000.0,2019-09-26,A,1
23819,SPRINGFIELD GARDENS,A1,12686.0,90.0,1,1.0,1925-01-01,650000.0,2019-03-21,A,1
23820,SPRINGFIELD GARDENS,A1,12687.0,19.0,1,1.0,1930-01-01,585000.0,2019-07-18,A,1
23822,SPRINGFIELD GARDENS,A5,12693.0,29.0,1,1.0,1960-01-01,480000.0,2019-11-01,A,5
23823,SPRINGFIELD GARDENS,A1,12702.0,3.0,1,1.0,1925-01-01,580000.0,2019-12-04,A,1
23824,SPRINGFIELD GARDENS,A1,12702.0,54.0,1,1.0,1925-01-01,583500.0,2019-12-23,A,1
23825,SPRINGFIELD GARDENS,A1,12702.0,54.0,1,1.0,1925-01-01,335000.0,2019-05-20,A,1
23826,SPRINGFIELD GARDENS,A1,12702.0,54.0,1,1.0,1925-01-01,345000.0,2019-02-19,A,1
23828,SPRINGFIELD GARDENS,A1,12702.0,76.0,1,1.0,1925-01-01,550000.0,2019-07-30,A,1
23829,SPRINGFIELD GARDENS,A1,12703.0,7.0,1,1.0,1930-01-01,690000.0,2019-11-26,A,1
23831,SPRINGFIELD GARDENS,A1,12703.0,39.0,1,1.0,1935-01-01,280000.0,2019-03-18,A,1
23833,SPRINGFIELD GARDENS,A1,12704.0,16.0,1,1.0,1920-01-01,100.0,2019-08-26,A,1
23834,SPRINGFIELD GARDENS,A1,12704.0,24.0,1,1.0,1920-01-01,490000.0,2019-03-25,A,1
23835,SPRINGFIELD GARDENS,A1,12704.0,28.0,1,1.0,1925-01-01,625000.0,2019-06-27,A,1
23836,SPRINGFIELD GARDENS,A1,12704.0,67.0,1,1.0,1925-01-01,495000.0,2019-12-19,A,1
23837,SPRINGFIELD GARDENS,A1,12705.0,13.0,1,1.0,1930-01-01,365000.0,2019-11-14,A,1
23839,SPRINGFIELD GARDENS,A1,12707.0,7.0,1,1.0,1930-01-01,535000.0,2019-11-27,A,1
23840,SPRINGFIELD GARDENS,A1,12707.0,22.0,1,1.0,1930-01-01,579000.0,2019-01-17,A,1
23841,SPRINGFIELD GARDENS,A2,12708.0,24.0,1,1.0,1930-01-01,300000.0,2019-05-23,A,2
23842,SPRINGFIELD GARDENS,A1,12709.0,1.0,1,1.0,1925-01-01,310000.0,2019-07-30,A,1
23843,SPRINGFIELD GARDENS,A1,12709.0,7.0,1,1.0,1925-01-01,495000.0,2019-04-09,A,1
23844,SPRINGFIELD GARDENS,A1,12710.0,13.0,1,1.0,1930-01-01,490000.0,2019-05-16,A,1
23845,SPRINGFIELD GARDENS,A1,12710.0,25.0,1,1.0,1930-01-01,380000.0,2019-11-06,A,1
23846,SPRINGFIELD GARDENS,A1,12710.0,58.0,1,1.0,1930-01-01,501000.0,2019-09-06,A,1
23848,SPRINGFIELD GARDENS,A1,12712.0,20.0,1,1.0,1920-01-01,360000.0,2019-04-29,A,1
23849,SPRINGFIELD GARDENS,A9,12713.0,6.0,1,1.0,1996-01-01,675000.0,2019-08-19,A,9
23850,SPRINGFIELD GARDENS,A1,12715.0,1.0,1,1.0,1925-01-01,397500.0,2019-05-31,A,1
23851,SPRINGFIELD GARDENS,A5,12718.0,23.0,1,1.0,1950-01-01,590000.0,2019-11-08,A,5
23852,SPRINGFIELD GARDENS,A5,12718.0,23.0,1,1.0,1950-01-01,349900.0,2019-07-18,A,5
23853,SPRINGFIELD GARDENS,A5,12718.0,23.0,1,1.0,1950-01-01,593826.0,2019-04-16,A,5
23854,SPRINGFIELD GARDENS,A5,12719.0,107.0,1,1.0,1960-01-01,515000.0,2019-01-16,A,5
23855,SPRINGFIELD GARDENS,A1,12720.0,137.0,1,1.0,2008-01-01,10.0,2019-04-18,A,1
23857,SPRINGFIELD GARDENS,A1,12721.0,11.0,1,1.0,1925-01-01,585000.0,2019-08-12,A,1
23859,SPRINGFIELD GARDENS,A5,12723.0,64.0,1,1.0,1960-01-01,525000.0,2019-09-25,A,5
23860,SPRINGFIELD GARDENS,A2,12723.0,74.0,1,1.0,1935-01-01,150000.0,2019-02-17,A,2
23863,SPRINGFIELD GARDENS,A2,12727.0,9.0,1,1.0,1960-01-01,415000.0,2019-09-10,A,2
23864,SPRINGFIELD GARDENS,A2,12728.0,7.0,1,1.0,1960-01-01,350000.0,2019-01-03,A,2
23865,SPRINGFIELD GARDENS,A2,12728.0,7.0,1,1.0,1960-01-01,494000.0,2019-03-05,A,2
23866,SPRINGFIELD GARDENS,A2,12729.0,37.0,1,1.0,1965-01-01,595000.0,2019-03-14,A,2
23867,SPRINGFIELD GARDENS,A2,12729.0,39.0,1,1.0,1965-01-01,609786.0,2019-10-14,A,2
23870,SPRINGFIELD GARDENS,A5,12733.0,58.0,1,1.0,1950-01-01,325000.0,2019-07-02,A,5
23871,SPRINGFIELD GARDENS,A2,12733.0,101.0,1,1.0,1950-01-01,386650.0,2019-11-08,A,2
23872,SPRINGFIELD GARDENS,A1,12983.0,18.0,1,1.0,1920-01-01,640000.0,2019-06-24,A,1
23873,SPRINGFIELD GARDENS,A1,12983.0,18.0,1,1.0,1920-01-01,350000.0,2019-01-18,A,1
23876,SPRINGFIELD GARDENS,A2,12984.0,102.0,1,1.0,1940-01-01,717359.0,2019-01-03,A,2
23878,SPRINGFIELD GARDENS,A1,12985.0,48.0,1,1.0,1920-01-01,570000.0,2019-01-02,A,1
23880,SPRINGFIELD GARDENS,A1,12986.0,49.0,1,1.0,1940-01-01,10.0,2019-03-09,A,1
23881,SPRINGFIELD GARDENS,A1,12990.0,31.0,1,1.0,1925-01-01,425000.0,2019-08-30,A,1
23882,SPRINGFIELD GARDENS,A1,12991.0,36.0,1,1.0,1935-01-01,463500.0,2019-02-07,A,1
23883,SPRINGFIELD GARDENS,A2,12992.0,6.0,1,1.0,1925-01-01,618000.0,2019-07-29,A,2
23884,SPRINGFIELD GARDENS,A1,12992.0,44.0,1,1.0,1925-01-01,575000.0,2019-12-09,A,1
23885,SPRINGFIELD GARDENS,A1,12993.0,26.0,1,1.0,1930-01-01,45000.0,2019-03-08,A,1
23886,SPRINGFIELD GARDENS,A5,12993.0,119.0,1,1.0,1950-01-01,10.0,2019-10-09,A,5
23889,SPRINGFIELD GARDENS,A1,12997.0,19.0,1,1.0,1930-01-01,500000.0,2019-08-23,A,1
23890,SPRINGFIELD GARDENS,A2,12997.0,132.0,1,1.0,1940-01-01,510000.0,2019-10-30,A,2
23892,SPRINGFIELD GARDENS,A1,13022.0,74.0,1,1.0,1930-01-01,370000.0,2019-10-31,A,1
23893,SPRINGFIELD GARDENS,A1,13024.0,31.0,1,1.0,1935-01-01,615000.0,2019-02-20,A,1
23894,SPRINGFIELD GARDENS,A1,13024.0,70.0,1,1.0,1940-01-01,475000.0,2019-07-24,A,1
23896,SPRINGFIELD GARDENS,A1,13025.0,25.0,1,1.0,1935-01-01,380000.0,2019-09-20,A,1
23897,SPRINGFIELD GARDENS,A1,13026.0,20.0,1,1.0,1920-01-01,555000.0,2019-10-29,A,1
23899,SPRINGFIELD GARDENS,A5,13040.0,24.0,1,1.0,1950-01-01,100.0,2019-04-08,A,5
23900,SPRINGFIELD GARDENS,A2,13044.0,12.0,1,1.0,1960-01-01,629000.0,2019-12-27,A,2
23901,SPRINGFIELD GARDENS,A2,13044.0,16.0,1,1.0,1960-01-01,368244.0,2019-09-25,A,2
23902,SPRINGFIELD GARDENS,A2,13044.0,20.0,1,1.0,1960-01-01,100000.0,2019-01-24,A,2
23903,SPRINGFIELD GARDENS,A5,13049.0,59.0,1,1.0,2005-01-01,200000.0,2019-07-02,A,5
23904,SPRINGFIELD GARDENS,A2,13051.0,25.0,1,1.0,1950-01-01,410000.0,2019-11-21,A,2
23905,SPRINGFIELD GARDENS,A0,13051.0,30.0,1,1.0,1950-01-01,533000.0,2019-12-27,A,0
23906,SPRINGFIELD GARDENS,A1,13052.0,23.0,1,1.0,1920-01-01,410000.0,2019-02-04,A,1
23907,SPRINGFIELD GARDENS,A1,13052.0,34.0,1,1.0,1950-01-01,537500.0,2019-02-27,A,1
23909,SPRINGFIELD GARDENS,A1,13055.0,35.0,1,1.0,1925-01-01,525000.0,2019-08-21,A,1
23910,SPRINGFIELD GARDENS,A2,13055.0,69.0,1,1.0,1920-01-01,477000.0,2019-11-21,A,2
23911,SPRINGFIELD GARDENS,A2,13055.0,90.0,1,1.0,1940-01-01,20000.0,2019-10-04,A,2
23912,SPRINGFIELD GARDENS,A1,13057.0,50.0,1,1.0,1920-01-01,1062715.0,2019-12-02,A,1
23915,SPRINGFIELD GARDENS,A5,13074.0,119.0,1,1.0,2005-01-01,410670.0,2019-04-29,A,5
23916,SPRINGFIELD GARDENS,A5,13074.0,120.0,1,1.0,2005-01-01,441333.0,2019-09-20,A,5
23917,SPRINGFIELD GARDENS,A1,13076.0,18.0,1,1.0,1936-01-01,362500.0,2019-01-31,A,1
23918,SPRINGFIELD GARDENS,A0,13079.0,27.0,1,1.0,1950-01-01,430000.0,2019-05-15,A,0
23919,SPRINGFIELD GARDENS,A2,13080.0,11.0,1,1.0,1940-01-01,904000.0,2019-05-31,A,2
23920,SPRINGFIELD GARDENS,A5,13089.0,93.0,1,1.0,2008-01-01,515000.0,2019-03-15,A,5
23921,SPRINGFIELD GARDENS,A5,13093.0,7.0,1,1.0,1960-01-01,390515.0,2019-11-21,A,5
